Year,Category,Indicator,Value,Country
1996,Outbound Expenditure,Travel,100.000.000,Azerbaijan
1996,Outbound Expenditure,Passenger transport,44.000.000,Bahamas
1996,Outbound Expenditure,Tourism expenditure in other countries,279.000.000,Bahamas
1996,Outbound Expenditure,Travel,235.000.000,Bahamas
1996,Outbound Expenditure,Passenger transport,189.000.000,Bahrain
1996,Outbound Expenditure,Tourism expenditure in other countries,298.000.000,Bahrain
1996,Outbound Expenditure,Travel,109.000.000,Bahrain
1996,Outbound Expenditure,Passenger transport,116.000.000,Bangladesh
1996,Outbound Expenditure,Tourism expenditure in other countries,251.000.000,Bangladesh
1996,Outbound Expenditure,Travel,135.000.000,Bangladesh
1996,Outbound Expenditure,Passenger transport,40.000.000,Barbados
1996,Outbound Expenditure,Tourism expenditure in other countries,114.000.000,Barbados
1996,Outbound Expenditure,Travel,74.000.000,Barbados
1996,Outbound Expenditure,Passenger transport,23.000.000,Belarus
1996,Outbound Expenditure,Tourism expenditure in other countries,142.000.000,Belarus
1996,Outbound Expenditure,Travel,119.000.000,Belarus
1996,Outbound Expenditure,Travel,8.591.000.000,Belgium
1996,Outbound Expenditure,Passenger transport,12.000.000,Belize
1996,Outbound Expenditure,Tourism expenditure in other countries,38.000.000,Belize
1996,Outbound Expenditure,Travel,26.000.000,Belize
1996,Outbound Expenditure,Passenger transport,22.000.000,Benin
1996,Outbound Expenditure,Tourism expenditure in other countries,51.000.000,Benin
1996,Outbound Expenditure,Travel,29.000.000,Benin
1996,Outbound Expenditure,Passenger transport,33.000.000,"Bolivia, Plurinational State Of"
1996,Outbound Expenditure,Tourism expenditure in other countries,87.000.000,"Bolivia, Plurinational State Of"
1996,Outbound Expenditure,Travel,54.000.000,"Bolivia, Plurinational State Of"
1996,Outbound Expenditure,Passenger transport,14.000.000,Botswana
1996,Outbound Expenditure,Tourism expenditure in other countries,92.000.000,Botswana
1996,Outbound Expenditure,Travel,78.000.000,Botswana
1996,Outbound Expenditure,Passenger transport,601.000.000,Brazil
1996,Outbound Expenditure,Tourism expenditure in other countries,4.988.000.000,Brazil
1996,Outbound Expenditure,Travel,4.387.000.000,Brazil
1996,Outbound Expenditure,Passenger transport,115.000.000,Bulgaria
1996,Outbound Expenditure,Tourism expenditure in other countries,314.000.000,Bulgaria
1996,Outbound Expenditure,Travel,199.000.000,Bulgaria
1996,Outbound Expenditure,Travel,12.000.000,Burundi
1996,Outbound Expenditure,Passenger transport,6.000.000,Cabo Verde
1996,Outbound Expenditure,Tourism expenditure in other countries,24.000.000,Cabo Verde
1996,Outbound Expenditure,Travel,18.000.000,Cabo Verde
1996,Outbound Expenditure,Passenger transport,16.000.000,Cambodia
1996,Outbound Expenditure,Tourism expenditure in other countries,31.000.000,Cambodia
1996,Outbound Expenditure,Travel,15.000.000,Cambodia
1996,Outbound Expenditure,Passenger transport,21.000.000,Cameroon
1996,Outbound Expenditure,Tourism expenditure in other countries,155.000.000,Cameroon
1996,Outbound Expenditure,Travel,134.000.000,Cameroon
1996,Outbound Expenditure,Passenger transport,2.561.000.000,Canada
1996,Outbound Expenditure,Tourism expenditure in other countries,13.815.000.000,Canada
1996,Outbound Expenditure,Travel,11.254.000.000,Canada
1996,Outbound Expenditure,Tourism expenditure in other countries,44.000.000,Central African Republic
1996,Outbound Expenditure,Tourism expenditure in other countries,49.000.000,Chad
1996,Outbound Expenditure,Passenger transport,241.000.000,Chile
1996,Outbound Expenditure,Tourism expenditure in other countries,977.000.000,Chile
1996,Outbound Expenditure,Travel,736.000.000,Chile
1996,Outbound Expenditure,Travel,4.474.000.000,China
1996,Outbound Expenditure,Passenger transport,314.000.000,Colombia
1996,Outbound Expenditure,Tourism expenditure in other countries,1.431.000.000,Colombia
1996,Outbound Expenditure,Travel,1.117.000.000,Colombia
1996,Outbound Expenditure,Passenger transport,8.000.000,Congo
1996,Outbound Expenditure,Tourism expenditure in other countries,86.000.000,Congo
1996,Outbound Expenditure,Travel,78.000.000,Congo
1996,Outbound Expenditure,Passenger transport,21.000.000,Costa Rica
1996,Outbound Expenditure,Tourism expenditure in other countries,357.000.000,Costa Rica
1996,Outbound Expenditure,Travel,336.000.000,Costa Rica
1996,Outbound Expenditure,Passenger transport,126.000.000,Cote D´Ivoire
1996,Outbound Expenditure,Tourism expenditure in other countries,347.000.000,Cote D´Ivoire
1996,Outbound Expenditure,Travel,221.000.000,Cote D´Ivoire
1996,Outbound Expenditure,Travel,510.000.000,Croatia
1996,Outbound Expenditure,Passenger transport,135.135.000,Cyprus
1996,Outbound Expenditure,Tourism expenditure in other countries,500.428.500,Cyprus
1996,Outbound Expenditure,Travel,365.293.500,Cyprus
1996,Outbound Expenditure,Travel,2.960.000.000,Czech Republic (Czechia)
1996,Outbound Expenditure,Travel,4.140.000.000,Denmark
1996,Outbound Expenditure,Passenger transport,13.400.000,Djibouti
1996,Outbound Expenditure,Tourism expenditure in other countries,17.300.000,Djibouti
1996,Outbound Expenditure,Travel,3.900.000,Djibouti
1996,Outbound Expenditure,Travel,7.000.000,Dominica
1996,Outbound Expenditure,Passenger transport,115.000.000,Dominican Republic
1996,Outbound Expenditure,Tourism expenditure in other countries,313.000.000,Dominican Republic
1996,Outbound Expenditure,Travel,198.000.000,Dominican Republic
1996,Outbound Expenditure,Passenger transport,94.000.000,Ecuador
1996,Outbound Expenditure,Tourism expenditure in other countries,313.000.000,Ecuador
1996,Outbound Expenditure,Travel,219.000.000,Ecuador
1996,Outbound Expenditure,Passenger transport,65.000.000,Egypt
1996,Outbound Expenditure,Tourism expenditure in other countries,1.382.000.000,Egypt
1996,Outbound Expenditure,Travel,1.317.000.000,Egypt
1996,Outbound Expenditure,Passenger transport,29.000.000,El Salvador
1996,Outbound Expenditure,Tourism expenditure in other countries,102.000.000,El Salvador
1996,Outbound Expenditure,Travel,73.000.000,El Salvador
1996,Outbound Expenditure,Tourism expenditure in other countries,13.000.000,Equatorial Guinea
1996,Outbound Expenditure,Passenger transport,40.000.000,Estonia
1996,Outbound Expenditure,Tourism expenditure in other countries,141.000.000,Estonia
1996,Outbound Expenditure,Travel,101.000.000,Estonia
1996,Outbound Expenditure,Passenger transport,2.000.000,Eswatini
1996,Outbound Expenditure,Tourism expenditure in other countries,44.000.000,Eswatini
1996,Outbound Expenditure,Travel,42.000.000,Eswatini
1996,Outbound Expenditure,Passenger transport,5.000.000,Ethiopia
1996,Outbound Expenditure,Tourism expenditure in other countries,30.000.000,Ethiopia
1996,Outbound Expenditure,Travel,25.000.000,Ethiopia
1996,Outbound Expenditure,Passenger transport,18.000.000,Fiji
1996,Outbound Expenditure,Tourism expenditure in other countries,88.000.000,Fiji
1996,Outbound Expenditure,Travel,70.000.000,Fiji
1996,Outbound Expenditure,Passenger transport,475.000.000,Finland
1996,Outbound Expenditure,Tourism expenditure in other countries,2.760.000.000,Finland
1996,Outbound Expenditure,Travel,2.285.000.000,Finland
1996,Outbound Expenditure,Passenger transport,4.301.000.000,France
1996,Outbound Expenditure,Tourism expenditure in other countries,22.049.000.000,France
1996,Outbound Expenditure,Travel,17.748.000.000,France
1996,Outbound Expenditure,Passenger transport,68.000.000,Gabon
1996,Outbound Expenditure,Tourism expenditure in other countries,168.000.000,Gabon
1996,Outbound Expenditure,Travel,100.000.000,Gabon
1996,Outbound Expenditure,Passenger transport,500.000,Gambia
1996,Outbound Expenditure,Tourism expenditure in other countries,15.500.000,Gambia
1996,Outbound Expenditure,Travel,15.000.000,Gambia
1996,Outbound Expenditure,Passenger transport,5.649.000.000,Germany
1996,Outbound Expenditure,Tourism expenditure in other countries,64.725.000.000,Germany
1996,Outbound Expenditure,Travel,59.076.000.000,Germany
1996,Outbound Expenditure,Passenger transport,55.000.000,Ghana
1996,Outbound Expenditure,Tourism expenditure in other countries,59.000.000,Ghana
1996,Outbound Expenditure,Travel,4.000.000,Ghana
1996,Outbound Expenditure,Passenger transport,186.000.000,Greece
1996,Outbound Expenditure,Tourism expenditure in other countries,1.396.000.000,Greece
1996,Outbound Expenditure,Travel,1.210.000.000,Greece
1996,Outbound Expenditure,Travel,5.000.000,Grenada
1996,Outbound Expenditure,Passenger transport,28.000.000,Guatemala
1996,Outbound Expenditure,Tourism expenditure in other countries,163.000.000,Guatemala
1996,Outbound Expenditure,Travel,135.000.000,Guatemala
1996,Outbound Expenditure,Passenger transport,10.000.000,Guinea
1996,Outbound Expenditure,Tourism expenditure in other countries,37.000.000,Guinea
1996,Outbound Expenditure,Travel,27.000.000,Guinea
1996,Outbound Expenditure,Passenger transport,1.800.000,Guinea-Bissau
1996,Outbound Expenditure,Tourism expenditure in other countries,4.700.000,Guinea-Bissau
1996,Outbound Expenditure,Travel,2.900.000,Guinea-Bissau
1996,Outbound Expenditure,Passenger transport,6.000.000,Guyana
1996,Outbound Expenditure,Tourism expenditure in other countries,65.000.000,Guyana
1996,Outbound Expenditure,Travel,59.000.000,Guyana
1996,Outbound Expenditure,Travel,37.000.000,Haiti
1996,Outbound Expenditure,Passenger transport,50.000.000,Honduras
1996,Outbound Expenditure,Tourism expenditure in other countries,110.000.000,Honduras
1996,Outbound Expenditure,Travel,60.000.000,Honduras
1996,Outbound Expenditure,Travel,11.461.000.000,"Hong Kong, China"
1996,Outbound Expenditure,Passenger transport,9.000.000,Hungary
1996,Outbound Expenditure,Tourism expenditure in other countries,1.491.000.000,Hungary
1996,Outbound Expenditure,Travel,1.482.000.000,Hungary
1996,Outbound Expenditure,Passenger transport,4.000.000,Iceland
1996,Outbound Expenditure,Tourism expenditure in other countries,312.000.000,Iceland
1996,Outbound Expenditure,Travel,308.000.000,Iceland
1996,Outbound Expenditure,Travel,913.000.000,India
1996,Outbound Expenditure,Travel,2.399.000.000,Indonesia
1996,Outbound Expenditure,Passenger transport,16.000.000,"Iran, Islamic Republic Of"
1996,Outbound Expenditure,Tourism expenditure in other countries,274.000.000,"Iran, Islamic Republic Of"
1996,Outbound Expenditure,Travel,258.000.000,"Iran, Islamic Republic Of"
1996,Outbound Expenditure,Travel,70.000.000,Iraq
1996,Outbound Expenditure,Travel,2.198.000.000,Ireland
1996,Outbound Expenditure,Passenger transport,571.000.000,Israel
1996,Outbound Expenditure,Tourism expenditure in other countries,2.849.000.000,Israel
1996,Outbound Expenditure,Travel,2.278.000.000,Israel
1996,Outbound Expenditure,Passenger transport,2.813.000.000,Italy
1996,Outbound Expenditure,Tourism expenditure in other countries,18.619.000.000,Italy
1996,Outbound Expenditure,Travel,15.806.000.000,Italy
1996,Outbound Expenditure,Passenger transport,24.000.000,Jamaica
1996,Outbound Expenditure,Tourism expenditure in other countries,181.000.000,Jamaica
1996,Outbound Expenditure,Travel,157.000.000,Jamaica
1996,Outbound Expenditure,Passenger transport,9.742.000.000,Japan
1996,Outbound Expenditure,Tourism expenditure in other countries,46.800.000.000,Japan
1996,Outbound Expenditure,Travel,37.058.000.000,Japan
1996,Outbound Expenditure,Passenger transport,249.000.000,Jordan
1996,Outbound Expenditure,Tourism expenditure in other countries,630.000.000,Jordan
1996,Outbound Expenditure,Travel,381.000.000,Jordan
1996,Outbound Expenditure,Passenger transport,45.000.000,Kazakhstan
1996,Outbound Expenditure,Tourism expenditure in other countries,364.000.000,Kazakhstan
1996,Outbound Expenditure,Travel,319.000.000,Kazakhstan
1996,Outbound Expenditure,Passenger transport,36.000.000,Kenya
1996,Outbound Expenditure,Tourism expenditure in other countries,205.000.000,Kenya
1996,Outbound Expenditure,Travel,169.000.000,Kenya
1996,Outbound Expenditure,Passenger transport,809.000.000,"Korea, Republic Of"
1996,Outbound Expenditure,Tourism expenditure in other countries,8.291.000.000,"Korea, Republic Of"
1996,Outbound Expenditure,Travel,7.482.000.000,"Korea, Republic Of"
1996,Outbound Expenditure,Passenger transport,287.000.000,Kuwait
1996,Outbound Expenditure,Tourism expenditure in other countries,2.779.000.000,Kuwait
1996,Outbound Expenditure,Travel,2.492.000.000,Kuwait
1996,Outbound Expenditure,Passenger transport,1.000.000,Kyrgyzstan
1996,Outbound Expenditure,Tourism expenditure in other countries,7.000.000,Kyrgyzstan
1996,Outbound Expenditure,Travel,6.000.000,Kyrgyzstan
1996,Outbound Expenditure,Passenger transport,6.000.000,Lao People´S Democratic Republic
1996,Outbound Expenditure,Tourism expenditure in other countries,28.000.000,Lao People´S Democratic Republic
1996,Outbound Expenditure,Travel,22.000.000,Lao People´S Democratic Republic
1996,Outbound Expenditure,Passenger transport,34.000.000,Latvia
1996,Outbound Expenditure,Tourism expenditure in other countries,407.000.000,Latvia
1996,Outbound Expenditure,Travel,373.000.000,Latvia
1996,Outbound Expenditure,Passenger transport,4.000.000,Lesotho
1996,Outbound Expenditure,Tourism expenditure in other countries,16.000.000,Lesotho
1996,Outbound Expenditure,Travel,12.000.000,Lesotho
1996,Outbound Expenditure,Passenger transport,18.000.000,Libya
1996,Outbound Expenditure,Tourism expenditure in other countries,85.000.000,Libya
1996,Outbound Expenditure,Travel,67.000.000,Libya
1996,Outbound Expenditure,Passenger transport,4.000.000,Lithuania
1996,Outbound Expenditure,Tourism expenditure in other countries,270.000.000,Lithuania
1996,Outbound Expenditure,Travel,266.000.000,Lithuania
1996,Outbound Expenditure,Travel,1.189.000.000,Luxembourg
1996,Outbound Expenditure,Passenger transport,17.000.000,Madagascar
1996,Outbound Expenditure,Tourism expenditure in other countries,89.000.000,Madagascar
1996,Outbound Expenditure,Travel,72.000.000,Madagascar
1996,Outbound Expenditure,Passenger transport,14.000.000,Malawi
1996,Outbound Expenditure,Tourism expenditure in other countries,64.000.000,Malawi
1996,Outbound Expenditure,Travel,50.000.000,Malawi
1996,Outbound Expenditure,Passenger transport,463.000.000,Malaysia
1996,Outbound Expenditure,Tourism expenditure in other countries,3.032.000.000,Malaysia
1996,Outbound Expenditure,Travel,2.569.000.000,Malaysia
1996,Outbound Expenditure,Passenger transport,10.000.000,Maldives
1996,Outbound Expenditure,Tourism expenditure in other countries,48.000.000,Maldives
1996,Outbound Expenditure,Travel,38.000.000,Maldives
1996,Outbound Expenditure,Passenger transport,29.000.000,Mali
1996,Outbound Expenditure,Tourism expenditure in other countries,69.000.000,Mali
1996,Outbound Expenditure,Travel,40.000.000,Mali
1996,Outbound Expenditure,Passenger transport,25.000.000,Malta
1996,Outbound Expenditure,Tourism expenditure in other countries,244.000.000,Malta
1996,Outbound Expenditure,Travel,219.000.000,Malta
1996,Outbound Expenditure,Passenger transport,5.000.000,Mauritania
1996,Outbound Expenditure,Tourism expenditure in other countries,41.000.000,Mauritania
1996,Outbound Expenditure,Travel,36.000.000,Mauritania
1996,Outbound Expenditure,Passenger transport,26.000.000,Mauritius
1996,Outbound Expenditure,Tourism expenditure in other countries,205.000.000,Mauritius
1996,Outbound Expenditure,Travel,179.000.000,Mauritius
1996,Outbound Expenditure,Passenger transport,576.000.000,Mexico
1996,Outbound Expenditure,Tourism expenditure in other countries,3.963.000.000,Mexico
1996,Outbound Expenditure,Travel,3.387.000.000,Mexico
1996,Outbound Expenditure,Passenger transport,25.000.000,"Moldova, Republic Of"
1996,Outbound Expenditure,Tourism expenditure in other countries,77.000.000,"Moldova, Republic Of"
1996,Outbound Expenditure,Travel,52.000.000,"Moldova, Republic Of"
1996,Outbound Expenditure,Passenger transport,18.000.000,Mongolia
1996,Outbound Expenditure,Tourism expenditure in other countries,37.000.000,Mongolia
1996,Outbound Expenditure,Travel,19.000.000,Mongolia
1996,Outbound Expenditure,Travel,4.000.000,Montserrat
1996,Outbound Expenditure,Passenger transport,53.000.000,Morocco
