Year,Country,Indicator,Category,Value
1998,Colombia,Same-day visitors (excursionists),Departures,0.0
1998,"Congo, Democratic Republic Of The",Overnights visitors (tourists),Departures,50.0
1998,"Congo, Democratic Republic Of The",Same-day visitors (excursionists),Departures,0.0
1998,Cook Islands,Overnights visitors (tourists),Departures,8.0
1998,Cook Islands,Same-day visitors (excursionists),Departures,0.0
1998,Costa Rica,Overnights visitors (tourists),Departures,330.0
1998,Costa Rica,Same-day visitors (excursionists),Departures,0.0
1998,Cuba,Overnights visitors (tourists),Departures,94.0
1998,Cuba,Same-day visitors (excursionists),Departures,0.0
1998,Denmark,Overnights visitors (tourists),Departures,4.788
1998,Denmark,Same-day visitors (excursionists),Departures,0.0
1998,Dominican Republic,Overnights visitors (tourists),Departures,354.0
1998,Dominican Republic,Same-day visitors (excursionists),Departures,0.0
1998,Ecuador,Overnights visitors (tourists),Departures,330.0
1998,Ecuador,Same-day visitors (excursionists),Departures,0.0
1998,Egypt,Overnights visitors (tourists),Departures,2.854
1998,Egypt,Same-day visitors (excursionists),Departures,0.0
1998,Estonia,Overnights visitors (tourists),Departures,1.659
1998,Estonia,Same-day visitors (excursionists),Departures,0.0
1998,Fiji,Overnights visitors (tourists),Departures,78.0
1998,Fiji,Same-day visitors (excursionists),Departures,0.0
1998,Finland,Overnights visitors (tourists),Departures,4.743
1998,Finland,Same-day visitors (excursionists),Departures,0.0
1998,France,Overnights visitors (tourists),Departures,18.077
1998,France,Same-day visitors (excursionists),Departures,0.0
1998,Gabon,Overnights visitors (tourists),Departures,203.0
1998,Gabon,Same-day visitors (excursionists),Departures,0.0
1998,Georgia,Overnights visitors (tourists),Departures,433.0
1998,Georgia,Same-day visitors (excursionists),Departures,0.0
1998,Germany,Overnights visitors (tourists),Departures,69.2
1998,Germany,Same-day visitors (excursionists),Departures,0.0
1998,Honduras,Overnights visitors (tourists),Departures,202.0
1998,Honduras,Same-day visitors (excursionists),Departures,0.0
1998,Iceland,Overnights visitors (tourists),Departures,227.0
1998,Iceland,Same-day visitors (excursionists),Departures,0.0
1998,India,Overnights visitors (tourists),Departures,3.811
1998,India,Same-day visitors (excursionists),Departures,0.0
1998,"Iran, Islamic Republic Of",Overnights visitors (tourists),Departures,1.69
1998,"Iran, Islamic Republic Of",Same-day visitors (excursionists),Departures,0.0
1998,Israel,Overnights visitors (tourists),Departures,2.983
1998,Israel,Same-day visitors (excursionists),Departures,0.0
1998,Italy,Overnights visitors (tourists),Departures,17.698
1998,Italy,Same-day visitors (excursionists),Departures,24.733
1998,Jordan,Overnights visitors (tourists),Departures,1.347
1998,Jordan,Same-day visitors (excursionists),Departures,0.0
1998,Kazakhstan,Overnights visitors (tourists),Departures,502.0
1998,Kazakhstan,Same-day visitors (excursionists),Departures,0.0
1998,Kuwait,Overnights visitors (tourists),Departures,1.264
1998,Kuwait,Same-day visitors (excursionists),Departures,0.0
1998,Kyrgyzstan,Overnights visitors (tourists),Departures,33.0
1998,Kyrgyzstan,Same-day visitors (excursionists),Departures,0.0
1998,Lithuania,Overnights visitors (tourists),Departures,3.241
1998,Lithuania,Same-day visitors (excursionists),Departures,0.0
1998,Luxembourg,Overnights visitors (tourists),Departures,757.0
1998,Luxembourg,Same-day visitors (excursionists),Departures,0.0
1998,Maldives,Overnights visitors (tourists),Departures,37.0
1998,Maldives,Same-day visitors (excursionists),Departures,0.0
1998,Malta,Overnights visitors (tourists),Departures,167.0
1998,Malta,Same-day visitors (excursionists),Departures,0.0
1998,Mauritius,Overnights visitors (tourists),Departures,143.0
1998,Mauritius,Same-day visitors (excursionists),Departures,0.0
1998,Mexico,Overnights visitors (tourists),Departures,9.637
1998,Mexico,Same-day visitors (excursionists),Departures,98.29
1998,"Moldova, Republic Of",Overnights visitors (tourists),Departures,28.0
1998,"Moldova, Republic Of",Same-day visitors (excursionists),Departures,0.0
1998,Morocco,Overnights visitors (tourists),Departures,1.275
1998,Morocco,Same-day visitors (excursionists),Departures,0.0
1998,Nepal,Overnights visitors (tourists),Departures,122.0
1998,Nepal,Same-day visitors (excursionists),Departures,0.0
1998,Netherlands,Overnights visitors (tourists),Departures,13.553
1998,Netherlands,Same-day visitors (excursionists),Departures,0.0
1998,New Caledonia,Overnights visitors (tourists),Departures,68.0
1998,New Caledonia,Same-day visitors (excursionists),Departures,0.0
1998,New Zealand,Overnights visitors (tourists),Departures,1.166
1998,New Zealand,Same-day visitors (excursionists),Departures,0.0
1998,Nicaragua,Overnights visitors (tourists),Departures,422.0
1998,Nicaragua,Same-day visitors (excursionists),Departures,0.0
1998,Niger,Overnights visitors (tourists),Departures,10.0
1998,Niger,Same-day visitors (excursionists),Departures,0.0
1998,Palau,Overnights visitors (tourists),Departures,9.0
1998,Palau,Same-day visitors (excursionists),Departures,0.0
1998,Panama,Overnights visitors (tourists),Departures,211.0
1998,Panama,Same-day visitors (excursionists),Departures,0.0
1998,Papua New Guinea,Overnights visitors (tourists),Departures,65.0
1998,Papua New Guinea,Same-day visitors (excursionists),Departures,0.0
1998,Paraguay,Overnights visitors (tourists),Departures,318.0
1998,Paraguay,Same-day visitors (excursionists),Departures,0.0
1998,Peru,Overnights visitors (tourists),Departures,538.0
1998,Peru,Same-day visitors (excursionists),Departures,0.0
1998,Philippines,Overnights visitors (tourists),Departures,1.817
1998,Philippines,Same-day visitors (excursionists),Departures,0.0
1998,Puerto Rico,Overnights visitors (tourists),Departures,1.25
1998,Puerto Rico,Same-day visitors (excursionists),Departures,0.0
1998,Seychelles,Overnights visitors (tourists),Departures,31.0
1998,Seychelles,Same-day visitors (excursionists),Departures,0.0
1998,Sierra Leone,Overnights visitors (tourists),Departures,7.0
1998,Sierra Leone,Same-day visitors (excursionists),Departures,0.0
1998,Singapore,Overnights visitors (tourists),Departures,3.745
1998,Singapore,Same-day visitors (excursionists),Departures,0.0
1998,Sri Lanka,Overnights visitors (tourists),Departures,518.0
1998,Sri Lanka,Same-day visitors (excursionists),Departures,0.0
1998,Sweden,Overnights visitors (tourists),Departures,11.422
1998,Sweden,Same-day visitors (excursionists),Departures,0.0
1998,Switzerland,Overnights visitors (tourists),Departures,11.891
1998,Switzerland,Same-day visitors (excursionists),Departures,0.0
1998,Syrian Arab Republic,Overnights visitors (tourists),Departures,2.411
1998,Syrian Arab Republic,Same-day visitors (excursionists),Departures,0.0
1998,Thailand,Overnights visitors (tourists),Departures,1.412
1998,Thailand,Same-day visitors (excursionists),Departures,0.0
1998,Tunisia,Overnights visitors (tourists),Departures,1.526
1998,Tunisia,Same-day visitors (excursionists),Departures,0.0
1998,Turkmenistan,Overnights visitors (tourists),Departures,357.0
1998,Turkmenistan,Same-day visitors (excursionists),Departures,0.0
1998,Tuvalu,Overnights visitors (tourists),Departures,1.0
1998,Tuvalu,Same-day visitors (excursionists),Departures,0.0
1998,Türkiye,Overnights visitors (tourists),Departures,4.601
1998,Türkiye,Same-day visitors (excursionists),Departures,0.0
1998,Uganda,Overnights visitors (tourists),Departures,241.0
1998,Uganda,Same-day visitors (excursionists),Departures,0.0
1998,Ukraine,Overnights visitors (tourists),Departures,7.773
1998,Ukraine,Same-day visitors (excursionists),Departures,0.0
1998,United States Of America,Overnights visitors (tourists),Departures,55.696
1998,United States Of America,Same-day visitors (excursionists),Departures,27.062
1998,Uruguay,Overnights visitors (tourists),Departures,654.0
1998,Uruguay,Same-day visitors (excursionists),Departures,0.0
1998,Vanuatu,Overnights visitors (tourists),Departures,12.0
1998,Vanuatu,Same-day visitors (excursionists),Departures,0.0
1998,"Venezuela, Bolivarian Republic Of",Overnights visitors (tourists),Departures,752.0
1998,"Venezuela, Bolivarian Republic Of",Same-day visitors (excursionists),Departures,0.0
1998,Zimbabwe,Overnights visitors (tourists),Departures,213.0
1998,Zimbabwe,Same-day visitors (excursionists),Departures,0.0
1999,Algeria,Overnights visitors (tourists),Departures,903.0
1999,Algeria,Same-day visitors (excursionists),Departures,0.0
1999,Argentina,Overnights visitors (tourists),Departures,4.786
1999,Argentina,Same-day visitors (excursionists),Departures,0.0
1999,Bangladesh,Overnights visitors (tourists),Departures,1.103
1999,Bangladesh,Same-day visitors (excursionists),Departures,0.0
1999,Belarus,Overnights visitors (tourists),Departures,934.0
1999,Belarus,Same-day visitors (excursionists),Departures,0.0
1999,Belgium,Overnights visitors (tourists),Departures,6.41
1999,Belgium,Same-day visitors (excursionists),Departures,0.0
1999,"Bolivia, Plurinational State Of",Overnights visitors (tourists),Departures,253.0
1999,"Bolivia, Plurinational State Of",Same-day visitors (excursionists),Departures,0.0
1999,Brazil,Overnights visitors (tourists),Departures,2.863
1999,Brazil,Same-day visitors (excursionists),Departures,0.0
1999,Bulgaria,Overnights visitors (tourists),Departures,2.376
1999,Bulgaria,Same-day visitors (excursionists),Departures,0.0
1999,Burundi,Overnights visitors (tourists),Departures,27.0
1999,Burundi,Same-day visitors (excursionists),Departures,0.0
1999,Cambodia,Overnights visitors (tourists),Departures,49.0
1999,Cambodia,Same-day visitors (excursionists),Departures,0.0
1999,Canada,Overnights visitors (tourists),Departures,18.366
1999,Canada,Same-day visitors (excursionists),Departures,28.082
1999,China,Overnights visitors (tourists),Departures,9.232
1999,China,Same-day visitors (excursionists),Departures,0.0
1999,Colombia,Overnights visitors (tourists),Departures,1.098
1999,Colombia,Same-day visitors (excursionists),Departures,0.0
1999,"Congo, Democratic Republic Of The",Overnights visitors (tourists),Departures,50.0
1999,"Congo, Democratic Republic Of The",Same-day visitors (excursionists),Departures,0.0
1999,Cook Islands,Overnights visitors (tourists),Departures,8.0
1999,Cook Islands,Same-day visitors (excursionists),Departures,0.0
1999,Costa Rica,Overnights visitors (tourists),Departures,353.0
1999,Costa Rica,Same-day visitors (excursionists),Departures,0.0
1999,Cuba,Overnights visitors (tourists),Departures,97.0
1999,Cuba,Same-day visitors (excursionists),Departures,0.0
1999,Denmark,Overnights visitors (tourists),Departures,4.744
1999,Denmark,Same-day visitors (excursionists),Departures,0.0
1999,Dominican Republic,Overnights visitors (tourists),Departures,363.0
1999,Dominican Republic,Same-day visitors (excursionists),Departures,0.0
1999,Ecuador,Overnights visitors (tourists),Departures,386.0
1999,Ecuador,Same-day visitors (excursionists),Departures,0.0
1999,Egypt,Overnights visitors (tourists),Departures,2.886
1999,Egypt,Same-day visitors (excursionists),Departures,0.0
1999,Estonia,Overnights visitors (tourists),Departures,1.78
1999,Estonia,Same-day visitors (excursionists),Departures,0.0
1999,Fiji,Overnights visitors (tourists),Departures,89.0
1999,Fiji,Same-day visitors (excursionists),Departures,0.0
1999,Finland,Overnights visitors (tourists),Departures,5.314
1999,Finland,Same-day visitors (excursionists),Departures,0.0
1999,France,Overnights visitors (tourists),Departures,16.709
1999,France,Same-day visitors (excursionists),Departures,0.0
1999,Gabon,Overnights visitors (tourists),Departures,187.0
1999,Gabon,Same-day visitors (excursionists),Departures,0.0
1999,Georgia,Overnights visitors (tourists),Departures,373.0
1999,Georgia,Same-day visitors (excursionists),Departures,0.0
1999,Germany,Overnights visitors (tourists),Departures,78.1
1999,Germany,Same-day visitors (excursionists),Departures,0.0
1999,Honduras,Overnights visitors (tourists),Departures,235.0
1999,Honduras,Same-day visitors (excursionists),Departures,0.0
1999,Iceland,Overnights visitors (tourists),Departures,257.0
1999,Iceland,Same-day visitors (excursionists),Departures,0.0
1999,India,Overnights visitors (tourists),Departures,4.115
1999,India,Same-day visitors (excursionists),Departures,0.0
1999,"Iran, Islamic Republic Of",Overnights visitors (tourists),Departures,1.856
1999,"Iran, Islamic Republic Of",Same-day visitors (excursionists),Departures,0.0
1999,Israel,Overnights visitors (tourists),Departures,3.203
1999,Israel,Same-day visitors (excursionists),Departures,0.0
1999,Italy,Overnights visitors (tourists),Departures,17.361
1999,Italy,Same-day visitors (excursionists),Departures,25.03
1999,Jordan,Overnights visitors (tourists),Departures,1.561
1999,Jordan,Same-day visitors (excursionists),Departures,0.0
1999,Kazakhstan,Overnights visitors (tourists),Departures,398.0
1999,Kazakhstan,Same-day visitors (excursionists),Departures,0.0
1999,Kuwait,Overnights visitors (tourists),Departures,1.209
1999,Kuwait,Same-day visitors (excursionists),Departures,0.0
1999,Kyrgyzstan,Overnights visitors (tourists),Departures,45.0
1999,Kyrgyzstan,Same-day visitors (excursionists),Departures,0.0
1999,Lithuania,Overnights visitors (tourists),Departures,3.487
1999,Lithuania,Same-day visitors (excursionists),Departures,0.0
1999,Luxembourg,Overnights visitors (tourists),Departures,809.0
1999,Luxembourg,Same-day visitors (excursionists),Departures,0.0
1999,Maldives,Overnights visitors (tourists),Departures,42.0
1999,Maldives,Same-day visitors (excursionists),Departures,0.0
1999,Malta,Overnights visitors (tourists),Departures,179.0
1999,Malta,Same-day visitors (excursionists),Departures,0.0
1999,Mauritius,Overnights visitors (tourists),Departures,154.0
1999,Mauritius,Same-day visitors (excursionists),Departures,0.0
1999,Mexico,Overnights visitors (tourists),Departures,10.352
1999,Mexico,Same-day visitors (excursionists),Departures,107.031
1999,"Moldova, Republic Of",Overnights visitors (tourists),Departures,37.0
1999,"Moldova, Republic Of",Same-day visitors (excursionists),Departures,0.0
1999,Morocco,Overnights visitors (tourists),Departures,1.545
1999,Morocco,Same-day visitors (excursionists),Departures,0.0
1999,Nepal,Overnights visitors (tourists),Departures,125.0
1999,Nepal,Same-day visitors (excursionists),Departures,0.0
1999,Netherlands,Overnights visitors (tourists),Departures,14.184
1999,Netherlands,Same-day visitors (excursionists),Departures,0.0
1999,New Caledonia,Overnights visitors (tourists),Departures,69.0
1999,New Caledonia,Same-day visitors (excursionists),Departures,0.0
1999,New Zealand,Overnights visitors (tourists),Departures,1.185
1999,New Zealand,Same-day visitors (excursionists),Departures,0.0
1999,Nicaragua,Overnights visitors (tourists),Departures,452.0
