sentiment,topic_id,document_count,percentage_in_sentiment,language_count,dominant_language,languages,is_multilingual,top_cities,top_categories,year_range,sample_text
neutro,45,4126,0.97,9,en,"{'en': 3682, 'ca': 196, 'es': 117, 'fr': 93, 'it': 8, 'nl': 8, 'de': 5, 'pt': 3, 'ru': 3, 'ro': 3, 'hu': 2, 'pl': 1, 'sv': 1, 'hr': 1, 'cs': 1, 'lt': 1, 'fi': 1}",True,"{'Sevilla': 644, 'Madrid': 641, 'Valencia': 632, 'Tenerife': 478, 'Barcelona': 459}","{'Desconocido': 1631, 'Tour': 1589, 'Ocio': 527}","{'start': 2018, 'end': 2025}",The guides were excellent. Ana was super encouraging! However group size was very big. Plus a lot of time was used up in the travel itself. The time at Casa Brava seemed very less in comparison. Time to explore the beaches should be included to make it a wholesome experience.
neutro,14,4077,0.96,11,en,"{'en': 3767, 'es': 120, 'ca': 77, 'fr': 53, 'it': 32, 'de': 7, 'pl': 6, 'pt': 4, 'nl': 3, 'af': 2, 'sl': 2, 'cs': 2, 'ko': 1, 'da': 1}",True,"{'Sevilla': 651, 'Madrid': 650, 'Valencia': 627, 'Barcelona': 538, 'Gran Canaria': 476}","{'Tour': 1439, 'Desconocido': 1361, 'Ocio': 754}","{'start': 2019, 'end': 2025}",Easy to get to but public transport train station metro literally outside. Staff all spoke English
neutro,28,4013,0.95,10,en,"{'en': 3568, 'es': 178, 'ca': 142, 'fr': 83, 'it': 14, 'de': 10, 'nl': 4, 'pl': 4, 'ru': 3, 'da': 2, 'pt': 2, 'ro': 1, 'no': 1, 'hr': 1}",True,"{'Madrid': 602, 'Valencia': 598, 'Sevilla': 560, 'Barcelona': 538, 'Gran Canaria': 532}","{'Tour': 1733, 'Desconocido': 1018, 'Ocio': 849}","{'start': 2017, 'end': 2025}","J'ai été déçue , je m'attendais à plus de variétés. Le tunnel est un bon concept mais je croyais avoir une impression d immersion que je n'ai pas ressenti. Très cher comparé à d autre. Pas suffisamment d explications sur la vie aquatique...."
positivo,4,3998,1.23,10,es,"{'es': 2191, 'en': 1499, 'fr': 118, 'de': 73, 'it': 64, 'pt': 15, 'nl': 15, 'cs': 8, 'pl': 3, 'da': 2, 'ca': 2, 'ro': 2, 'zh-tw': 2, 'tr': 2, 'ru': 1, 'ar': 1}",True,"{'Barcelona': 1564, 'Madrid': 966, 'Sevilla': 447, 'Malaga': 282, 'Valencia': 223}","{'Tour': 2385, 'Desconocido': 517, 'Playa': 201}","{'start': 2013, 'end': 2025}",An unmissable sight
neutro,36,3954,0.93,9,en,"{'en': 3715, 'ca': 88, 'es': 68, 'fr': 58, 'de': 8, 'pt': 4, 'it': 3, 'af': 3, 'pl': 2, 'fi': 2, 'nl': 2, 'ru': 1}",True,"{'Sevilla': 555, 'Madrid': 520, 'Mallorca': 516, 'Gran Canaria': 515, 'Valencia': 511}","{'Tour': 1420, 'Desconocido': 1390, 'Ocio': 764}","{'start': 2019, 'end': 2025}","Good tour with spectacular views on drive up , although the guides driving was questionable and was gripping my seat . Monastery was stunning and had time to ride funicular train which was super but extra €33 , very interesting tour long time in car though"
neutro,48,3895,0.92,10,en,"{'en': 3482, 'fr': 149, 'ca': 121, 'es': 113, 'pt': 10, 'it': 8, 'de': 5, 'af': 3, 'nl': 2, 'hr': 1, 'cs': 1}",True,"{'Valencia': 721, 'Madrid': 697, 'Sevilla': 620, 'Tenerife': 572, 'Barcelona': 458}","{'Tour': 1522, 'Desconocido': 1509, 'Ocio': 485}","{'start': 2014, 'end': 2025}","This was ok, I wouldn't say you are going to be blown away by the culinary experience. One stop included just standing out on the street eating a type of white bait, and the whole group just eating out of two packets. It was nice to learn about some local facts and our guide was pleasant. If your lo..."
neutro,5,3844,0.91,9,en,"{'en': 3603, 'es': 133, 'ca': 45, 'fr': 37, 'de': 8, 'pt': 6, 'it': 4, 'nl': 2, 'ja': 2, 'cs': 2, 'da': 1, 'af': 1}",True,"{'Madrid': 645, 'Sevilla': 547, 'Valencia': 542, 'Gran Canaria': 532, 'Barcelona': 481}","{'Tour': 1502, 'Desconocido': 1082, 'Ocio': 776}","{'start': 2018, 'end': 2025}",A little confusing to find the guide. She arrived a little late and we almost left to find alternative accommodation for the tour. Once she arrived we left late as 2 customers did not show ( they probably left due to long wait). I suggest the guides arrive earlier with better signs. The tour itself ...
positivo,15,3813,1.17,11,es,"{'es': 2047, 'en': 1532, 'fr': 78, 'it': 64, 'de': 43, 'pt': 16, 'ro': 7, 'ca': 6, 'nl': 6, 'ru': 3, 'pl': 3, 'bg': 2, 'fi': 2, 'sv': 2, 'sk': 1, 'tr': 1}",True,"{'Barcelona': 1314, 'Madrid': 924, 'Malaga': 394, 'Sevilla': 390, 'Tenerife': 243}","{'Tour': 2484, 'Playa': 308, 'Desconocido': 302}","{'start': 2011, 'end': 2025}",une merveille Un chef d œuvre !!
neutro,43,3779,0.89,10,en,"{'en': 3350, 'ca': 152, 'fr': 138, 'es': 109, 'it': 9, 'de': 7, 'nl': 4, 'ru': 3, 'bg': 2, 'pt': 2, 'ro': 1, 'cs': 1, 'pl': 1}",True,"{'Valencia': 558, 'Madrid': 514, 'Tenerife': 499, 'Barcelona': 494, 'Sevilla': 474}","{'Tour': 1418, 'Desconocido': 1238, 'Ocio': 703}","{'start': 2022, 'end': 2025}",En Madrid acudí también al Santiago Benabeu y lamentablemente debo decir que la esperiencia es muy superior a la del Nou Camp.
neutro,12,3737,0.88,8,en,"{'en': 3379, 'es': 161, 'fr': 94, 'ca': 72, 'it': 10, 'nl': 6, 'de': 6, 'pt': 5, 'pl': 2, 'hr': 2}",True,"{'Madrid': 634, 'Valencia': 611, 'Gran Canaria': 526, 'Tenerife': 522, 'Sevilla': 477}","{'Tour': 1712, 'Desconocido': 1179, 'Ocio': 486}","{'start': 2019, 'end': 2025}","Pocos baños para tanta gente, sólo 2"
neutro,37,3685,0.87,9,en,"{'en': 3420, 'fr': 90, 'ca': 82, 'es': 72, 'pt': 6, 'de': 5, 'nl': 3, 'lt': 2, 'lv': 1, 'sv': 1, 'ja': 1, 'fi': 1, 'bg': 1}",True,"{'Valencia': 608, 'Madrid': 594, 'Sevilla': 592, 'Gran Canaria': 472, 'Tenerife': 453}","{'Tour': 1329, 'Desconocido': 1276, 'Ocio': 728}","{'start': 2022, 'end': 2025}","Montserrat es precioso, merece la pena pasar unas cuantas horas allí. Pero lo que es el tour ""guiado"", flojo flojo, porque guía no hubo. Es verdad que la muchacha estaba medio resfriada, pero no habló más de 10 minutos en total contándonos 2 o 3 curiosidades y diciéndonos dónde estaba cada cosa. Igu..."
neutro,10,3632,0.86,9,en,"{'en': 3302, 'es': 140, 'ca': 90, 'fr': 69, 'it': 11, 'de': 9, 'pt': 4, 'nl': 2, 'ru': 2, 'fi': 1, 'da': 1, 'pl': 1}",True,"{'Valencia': 671, 'Madrid': 578, 'Sevilla': 539, 'Tenerife': 493, 'Mallorca': 383}","{'Desconocido': 1294, 'Tour': 1246, 'Ocio': 801}","{'start': 2019, 'end': 2025}",Le CV prix reste tout de même élevé.
positivo,2,3622,1.11,12,es,"{'es': 1986, 'en': 1430, 'it': 56, 'fr': 53, 'de': 48, 'pt': 16, 'ro': 15, 'ca': 7, 'bg': 4, 'no': 3, 'af': 2, 'pl': 1, 'nl': 1}",True,"{'Barcelona': 1367, 'Madrid': 864, 'Sevilla': 481, 'Malaga': 330, 'Tenerife': 247}","{'Tour': 2023, 'Desconocido': 425, 'Playa': 315}","{'start': 2012, 'end': 2025}",Assolutamente da visitare per l'enorme impatto visivo ed emotivo. Un'architettura di grande valore. Non si può andare a Barcellona senza visitare la Sagrada Familia.
neutro,11,3585,0.84,8,en,"{'en': 3133, 'fr': 179, 'es': 145, 'ca': 105, 'pt': 15, 'it': 3, 'nl': 2, 'tr': 1, 'uk': 1, 'de': 1}",True,"{'Madrid': 666, 'Valencia': 624, 'Sevilla': 539, 'Barcelona': 419, 'Tenerife': 380}","{'Tour': 1475, 'Desconocido': 1107, 'Ocio': 639}","{'start': 2019, 'end': 2025}",Monument à voir absolument compte tenu de son architecture unique. Il faut cependant avoir conscience du tourisme de masse et de la foule énorme pour visiter. Acheter son billet à l’avance est indispensable
neutro,30,3535,0.83,9,en,"{'en': 3108, 'fr': 166, 'ca': 114, 'es': 113, 'it': 15, 'de': 11, 'nl': 5, 'pt': 2, 'lt': 1}",True,"{'Valencia': 601, 'Sevilla': 586, 'Madrid': 583, 'Tenerife': 493, 'Mallorca': 402}","{'Tour': 1557, 'Desconocido': 1208, 'Ocio': 482}","{'start': 2019, 'end': 2025}","Estuvo bien, pero poca variedad de animales."
neutro,41,3488,0.82,8,en,"{'en': 3098, 'es': 196, 'fr': 129, 'ca': 44, 'de': 7, 'nl': 6, 'it': 2, 'tr': 1, 'he': 1, 'sv': 1, 'pl': 1, 'lv': 1, 'da': 1}",True,"{'Madrid': 578, 'Valencia': 554, 'Barcelona': 493, 'Sevilla': 454, 'Tenerife': 389}","{'Tour': 1425, 'Desconocido': 1136, 'Ocio': 452}","{'start': 2019, 'end': 2025}","The Monserrat architecture and landscape were beautiful. Winery experience was good. I would have liked more time at Monserrat, the tour guide was too rushed."
neutro,15,3450,0.81,7,en,"{'en': 2968, 'es': 208, 'ca': 154, 'fr': 95, 'it': 6, 'pl': 3, 'tr': 3, 'cs': 3, 'de': 3, 'sk': 3, 'ro': 3, 'el': 1}",True,"{'Valencia': 554, 'Madrid': 548, 'Sevilla': 495, 'Mallorca': 440, 'Gran Canaria': 440}","{'Tour': 1563, 'Desconocido': 1126, 'Ocio': 375}","{'start': 2016, 'end': 2025}","Bien sur le prix du billet sert à financer la construction, mais il reste très cher comparé à d'autres monuments partout dans le monde. Le génie de Gaudi n'en reste pas moins extraordinaire."
neutro,42,3418,0.8,8,en,"{'en': 3108, 'es': 94, 'fr': 94, 'ca': 94, 'it': 9, 'de': 6, 'nl': 4, 'pt': 3, 'sv': 3, 'sk': 2, 'hu': 1}",True,"{'Madrid': 639, 'Valencia': 565, 'Malaga': 509, 'Sevilla': 485, 'Mallorca': 418}","{'Desconocido': 1374, 'Tour': 1109, 'Ocio': 599}","{'start': 2022, 'end': 2025}","quick half day tour, the guides were very friendly and informative, one of us wasn't able to eat tapas because another person had already sat in front of & touched the specific pescatarian plate made, made it quite awkard sitting around the table not eating, nor having an opportunity to say anything..."
positivo,18,3409,1.04,11,es,"{'es': 1877, 'en': 1307, 'fr': 92, 'it': 53, 'de': 34, 'pt': 21, 'nl': 6, 'pl': 4, 'ca': 3, 'da': 3, 'ar': 2, 'sk': 2, 'cs': 2, 'hu': 1, 'no': 1, 'ru': 1}",True,"{'Barcelona': 1242, 'Madrid': 844, 'Sevilla': 393, 'Malaga': 239, 'Gran Canaria': 230}","{'Tour': 1820, 'Desconocido': 375, 'Playa': 343}","{'start': 2012, 'end': 2025}","Un lugar imperdible si viajas a España, la audioguia se puede descargar y escuchar en tu celular, además incluye realidad virtual en algunos puntos."
neutro,13,3354,0.79,9,en,"{'en': 3045, 'fr': 117, 'es': 87, 'ca': 76, 'it': 11, 'pt': 5, 'no': 3, 'cs': 3, 'ar': 3, 'de': 2, 'el': 1, 'nl': 1}",True,"{'Valencia': 601, 'Madrid': 593, 'Sevilla': 506, 'Gran Canaria': 377, 'Tenerife': 352}","{'Tour': 1377, 'Desconocido': 951, 'Ocio': 698}","{'start': 2013, 'end': 2025}","Ma visite était la 3ème ou la 4ème. Je ne conçois pas de passer à Barcelone sans une visite à la Sagrada Familia. Beaucoup de monde en arrivant à 12h45. Vers 15h, il en restait bien moins."
neutro,8,3322,0.78,9,en,"{'en': 3033, 'es': 131, 'ca': 82, 'fr': 56, 'nl': 5, 'hu': 4, 'de': 3, 'it': 2, 'el': 2, 'tr': 1, 'pt': 1, 'sv': 1, 'ro': 1}",True,"{'Gran Canaria': 498, 'Madrid': 489, 'Valencia': 471, 'Sevilla': 462, 'Barcelona': 361}","{'Tour': 1532, 'Desconocido': 832, 'Ocio': 654}","{'start': 2018, 'end': 2025}","Nous nous sommes présentés vers 11h30 un jour de semaine comme convenu pour le rdv devant la Sagrada familia . Nous avions nos billets téléchargés sur nos tph . Présentation à l’entrée avec énormément de monde ,l’agent de contrôle scannait nos billets, ensuite nous passions au contrôle de sécurité c..."
neutro,38,3276,0.77,6,en,"{'en': 2827, 'es': 180, 'ca': 137, 'fr': 109, 'pt': 18, 'it': 5}",True,"{'Mallorca': 479, 'Gran Canaria': 468, 'Madrid': 438, 'Barcelona': 431, 'Valencia': 423}","{'Tour': 1306, 'Desconocido': 1104, 'Ocio': 530}","{'start': 2022, 'end': 2025}",Booked a small group thinking 12 or less people. There must of been 25 of us. The guide was very knowledgeable.
positivo,23,3264,1.0,9,es,"{'es': 1606, 'en': 1448, 'fr': 74, 'it': 47, 'de': 46, 'pl': 16, 'nl': 10, 'pt': 2, 'cs': 2, 'da': 2, 'fi': 2, 'hr': 1, 'et': 1, 'sl': 1, 'ro': 1, 'bg': 1, 'lt': 1, 'ca': 1, 'af': 1, 'ru': 1}",True,"{'Barcelona': 1165, 'Madrid': 746, 'Sevilla': 359, 'Malaga': 337, 'Tenerife': 234}","{'Tour': 1890, 'Playa': 346, 'Comida': 236}","{'start': 2012, 'end': 2025}",Sehr freundliche und hilfsbereite Mitarbeiter. Der Audioguide war perfekt und die Standorte in der Kirche leicht zu finden.
neutro,26,3232,0.76,9,en,"{'en': 2924, 'es': 130, 'ca': 97, 'fr': 58, 'pt': 10, 'it': 6, 'de': 3, 'el': 2, 'lt': 1, 'nl': 1}",True,"{'Valencia': 502, 'Madrid': 473, 'Sevilla': 472, 'Gran Canaria': 417, 'Barcelona': 380}","{'Tour': 1437, 'Desconocido': 964, 'Ocio': 483}","{'start': 2022, 'end': 2025}",Hard to find the starting point and very long line. We got to see most of the city witch was great. Mostly talkt about architecture not much about the history it self. Far between the bus lines.
neutro,29,3197,0.75,8,en,"{'en': 2909, 'es': 128, 'ca': 78, 'fr': 59, 'it': 6, 'ja': 3, 'pt': 3, 'ru': 3, 'uk': 2, 'de': 2, 'nl': 2, 'hu': 1, 'bg': 1}",True,"{'Tenerife': 585, 'Gran Canaria': 491, 'Mallorca': 477, 'Madrid': 415, 'Valencia': 397}","{'Tour': 1272, 'Desconocido': 1165, 'Ocio': 450}","{'start': 2019, 'end': 2025}","The tunel was the best. The feeding bac also. Too much viaitors, we were not able to take time to observe and read explanations. The visit track was short ( did not see some key animals turtoise, beluga...). Snack was very expencive vs the products offered."
neutro,17,3166,0.75,7,en,"{'en': 2671, 'es': 301, 'ca': 105, 'fr': 71, 'de': 7, 'pt': 3, 'it': 2, 'sv': 2, 'nl': 2, 'vi': 2}",True,"{'Valencia': 616, 'Madrid': 590, 'Sevilla': 475, 'Mallorca': 392, 'Barcelona': 376}","{'Tour': 1249, 'Desconocido': 1036, 'Ocio': 385}","{'start': 2022, 'end': 2025}","Entras y estás un poco perdido, no hay indicaciones para que puedas visitar todo el parque sin perderte. Hay una aplicación, pero al no conectar con GPS no sabes ni donde estás ni hacia donde ir. En cuanto a la belleza del parque y sus instalaciones, el parque es bonito, claro que sí, y está limpio ..."
neutro,7,3132,0.74,7,en,"{'en': 2738, 'fr': 151, 'es': 147, 'ca': 73, 'it': 7, 'ar': 4, 'hu': 3, 'nl': 3, 'tr': 3, 'pt': 3}",True,"{'Gran Canaria': 514, 'Mallorca': 478, 'Madrid': 424, 'Valencia': 407, 'Sevilla': 346}","{'Desconocido': 1259, 'Tour': 1026, 'Ocio': 468}","{'start': 2019, 'end': 2025}","Visite à 19h15, les portes fermaient à 20h00... Un peu court.."
positivo,10,3123,0.96,12,es,"{'es': 1949, 'en': 1002, 'fr': 58, 'de': 42, 'it': 29, 'nl': 12, 'pt': 10, 'pl': 5, 'sv': 4, 'ca': 3, 'no': 2, 'so': 2, 'ru': 2, 'ko': 2, 'zh-tw': 1}",True,"{'Barcelona': 1178, 'Madrid': 745, 'Sevilla': 345, 'Malaga': 252, 'Tenerife': 221}","{'Tour': 1829, 'Desconocido': 380, 'Playa': 266}","{'start': 2012, 'end': 2025}",Excelente elección ️
neutro,25,3091,0.73,7,en,"{'en': 2763, 'fr': 126, 'es': 115, 'ca': 68, 'it': 4, 'nl': 4, 'pt': 4, 'ro': 3, 'sv': 1, 'no': 1, 'cs': 1, 'de': 1}",True,"{'Tenerife': 537, 'Madrid': 461, 'Valencia': 452, 'Sevilla': 428, 'Gran Canaria': 405}","{'Tour': 1435, 'Desconocido': 961, 'Ocio': 485}","{'start': 2022, 'end': 2025}","Je ne parle que Français et les instructions pour récupérer la carte en anglais donc j’ai mis du temps, sinon très bien pour prendre les transports sans restriction"
neutro,1,3062,0.72,8,en,"{'en': 2750, 'es': 143, 'ca': 106, 'fr': 47, 'de': 7, 'pt': 5, 'nl': 2, 'it': 1, 'ja': 1}",True,"{'Barcelona': 496, 'Valencia': 490, 'Madrid': 437, 'Sevilla': 408, 'Mallorca': 385}","{'Desconocido': 1198, 'Tour': 1157, 'Ocio': 402}","{'start': 2022, 'end': 2026}",Beautiful church. Couldn’t get the audio guide to work.
neutro,34,3015,0.71,5,en,"{'en': 2611, 'es': 138, 'ca': 136, 'fr': 129, 'it': 1}",True,"{'Gran Canaria': 547, 'Valencia': 404, 'Malaga': 399, 'Madrid': 393, 'Mallorca': 393}","{'Tour': 1313, 'Desconocido': 864, 'Ocio': 557}","{'start': 2021, 'end': 2025}","If you already know quite a bit about Picasso and have been able to view his best works at world class museums around the world, this exhibit is not so stimulating . Sorry to sound elitist! It’s good for getting a general overview of how career ( though much is missing too)"
neutro,47,2986,0.7,5,en,"{'en': 2636, 'es': 163, 'ca': 145, 'fr': 41, 'it': 1}",True,"{'Mallorca': 479, 'Malaga': 461, 'Valencia': 414, 'Sevilla': 381, 'Gran Canaria': 375}","{'Tour': 1319, 'Desconocido': 854, 'Ocio': 555}","{'start': 2021, 'end': 2025}","Cycling around the city is a great way to see new places. I felt 11 in the group was too many though. The tour guide lost a few cyclists and some members were not cycling safe (passing in the opposing lane with cyclists coming, cutting group members off). Would have been nice if water was provided."
positivo,19,2968,0.91,9,es,"{'es': 1555, 'en': 1171, 'fr': 76, 'de': 68, 'it': 60, 'pt': 14, 'pl': 8, 'nl': 8, 'ro': 3, 'zh-cn': 3, 'ko': 2}",True,"{'Barcelona': 1030, 'Madrid': 662, 'Sevilla': 341, 'Malaga': 258, 'Tenerife': 227}","{'Tour': 1616, 'Playa': 386, 'Desconocido': 347}","{'start': 2012, 'end': 2025}","Once in a lifetime, don't miss!"
neutro,27,2948,0.69,5,en,"{'en': 2726, 'fr': 84, 'ca': 68, 'es': 67, 'it': 3}",True,"{'Valencia': 449, 'Madrid': 437, 'Gran Canaria': 432, 'Sevilla': 412, 'Tenerife': 377}","{'Desconocido': 1116, 'Tour': 1094, 'Ocio': 489}","{'start': 2022, 'end': 2025}","the cathedral is absolutely marvellous. in the afternoon there is still a queue. nothing too crazy though. one thing to note though, if you're afraid of heights maybe skip the tower access. you go up on a lift, but need to make your way down by foot with part of the journey via spiral staircase with..."
neutro,77,2905,0.68,5,en,"{'en': 2570, 'es': 161, 'ca': 105, 'fr': 63, 'it': 6}",True,"{'Valencia': 535, 'Madrid': 505, 'Sevilla': 436, 'Tenerife': 341, 'Gran Canaria': 339}","{'Tour': 1030, 'Desconocido': 895, 'Ocio': 630}","{'start': 2020, 'end': 2025}","Compared to Madrid's Prado and Thyssen museums, Reina Sofia is fairly small and concentrates on the 20th century and even more recent art. The collection contains a lot of Picasso's, Dali's and other cubists (?) paintings and is of course worth seeing."
neutro,72,2881,0.68,5,en,"{'en': 2504, 'ca': 205, 'es': 115, 'fr': 51, 'it': 6}",True,"{'Tenerife': 550, 'Gran Canaria': 454, 'Mallorca': 405, 'Madrid': 366, 'Sevilla': 315}","{'Tour': 1309, 'Desconocido': 961, 'Ocio': 398}","{'start': 2022, 'end': 2025}",Causa lavori non è eccezionale come esperienza
neutro,79,2858,0.67,4,en,"{'en': 2571, 'es': 153, 'fr': 81, 'ca': 53}",True,"{'Mallorca': 470, 'Barcelona': 437, 'Gran Canaria': 410, 'Tenerife': 380, 'Malaga': 339}","{'Tour': 1206, 'Desconocido': 708, 'Ocio': 658}","{'start': 2022, 'end': 2025}",Algunos plugs de audio del piso superior no funcionaban
positivo,27,2856,0.88,11,es,"{'es': 1705, 'en': 975, 'fr': 65, 'it': 47, 'de': 27, 'pt': 10, 'nl': 5, 'pl': 5, 'cs': 4, 'hu': 3, 'ar': 2, 'el': 2, 'fi': 2, 'af': 2, 'lt': 1, 'ca': 1}",True,"{'Barcelona': 967, 'Madrid': 698, 'Sevilla': 380, 'Malaga': 282, 'Tenerife': 257}","{'Tour': 1692, 'Playa': 349, 'Desconocido': 215}","{'start': 2012, 'end': 2025}",Assolutamente da visitare e facile facile da raggiungere con i mezzi pullman 24 da piazza Catalunya
neutro,64,2820,0.66,5,en,"{'en': 2501, 'ca': 131, 'es': 126, 'fr': 58, 'it': 4}",True,"{'Madrid': 433, 'Tenerife': 398, 'Gran Canaria': 387, 'Valencia': 382, 'Sevilla': 353}","{'Tour': 1141, 'Desconocido': 950, 'Ocio': 478}","{'start': 2015, 'end': 2025}","Not as advertised by the pictures, food and drink over priced because of the conveiniance. Vehicles unsafe, seat belts don’t work correctly. Guide was very knowledgeable with good humour. Not worth the money"
neutro,63,2798,0.66,4,en,"{'en': 2433, 'ca': 166, 'fr': 103, 'es': 96}",True,"{'Malaga': 455, 'Mallorca': 440, 'Gran Canaria': 438, 'Tenerife': 364, 'Valencia': 344}","{'Tour': 1133, 'Desconocido': 1027, 'Ocio': 482}","{'start': 2016, 'end': 2025}",The fact that I could go to different important/popular spots in Las Palmas in just one day was nice.
neutro,61,2776,0.65,5,en,"{'en': 2496, 'ca': 103, 'fr': 99, 'es': 77, 'it': 1}",True,"{'Gran Canaria': 484, 'Malaga': 417, 'Tenerife': 368, 'Barcelona': 353, 'Mallorca': 349}","{'Tour': 1310, 'Desconocido': 883, 'Ocio': 425}","{'start': 2013, 'end': 2025}",Mejor con la música un pizquito más alto.
positivo,17,2758,0.85,8,es,"{'es': 1770, 'en': 807, 'fr': 70, 'it': 57, 'nl': 32, 'de': 17, 'pt': 4, 'sl': 1}",True,"{'Barcelona': 934, 'Madrid': 619, 'Sevilla': 378, 'Malaga': 307, 'Valencia': 188}","{'Tour': 1650, 'Playa': 295, 'Desconocido': 190}","{'start': 2012, 'end': 2025}",Excellent et parfait
neutro,65,2754,0.65,5,en,"{'en': 2462, 'fr': 124, 'ca': 94, 'es': 68, 'it': 6}",True,"{'Gran Canaria': 475, 'Tenerife': 434, 'Mallorca': 411, 'Barcelona': 353, 'Malaga': 326}","{'Tour': 1285, 'Desconocido': 949, 'Ocio': 336}","{'start': 2022, 'end': 2025}","Me esperaba más, como por ejemplo poder pisar el campo o acceder al banquillo, zona de vestuarios,...que a mis hijos era lo que más ilusión les hacía. El campo de fútbol es una pasada, espectacular pero mejoraría cosas del tour."
neutro,57,2732,0.64,5,en,"{'en': 2462, 'es': 107, 'fr': 95, 'ca': 65, 'it': 3}",True,"{'Tenerife': 574, 'Madrid': 389, 'Malaga': 357, 'Sevilla': 334, 'Gran Canaria': 328}","{'Desconocido': 1025, 'Tour': 1001, 'Ocio': 488}","{'start': 2022, 'end': 2025}",Unica critica non è ben indicato il posto dove andare ci vorrebbe una segnaletica migliore
neutro,74,2709,0.64,4,en,"{'en': 2339, 'es': 140, 'fr': 129, 'ca': 101}",True,"{'Gran Canaria': 546, 'Mallorca': 377, 'Madrid': 369, 'Tenerife': 321, 'Sevilla': 316}","{'Tour': 1253, 'Desconocido': 838, 'Ocio': 445}","{'start': 2016, 'end': 2025}",Mejor verlo cuando este terminado
neutro,55,2683,0.63,5,en,"{'en': 2545, 'es': 67, 'ca': 51, 'fr': 18, 'it': 2}",True,"{'Tenerife': 432, 'Gran Canaria': 358, 'Mallorca': 342, 'Malaga': 341, 'Madrid': 317}","{'Desconocido': 970, 'Tour': 861, 'Ocio': 583}","{'start': 2020, 'end': 2025}","Some tanks were too small in size, just my opinion…"
neutro,70,2661,0.63,5,en,"{'en': 2322, 'es': 164, 'fr': 100, 'ca': 69, 'it': 6}",True,"{'Valencia': 446, 'Gran Canaria': 367, 'Tenerife': 359, 'Mallorca': 322, 'Madrid': 316}","{'Tour': 1037, 'Desconocido': 818, 'Ocio': 469}","{'start': 2022, 'end': 2025}",Stade en rénovation on a pas tout vue
positivo,16,2648,0.81,11,es,"{'es': 1663, 'en': 860, 'fr': 46, 'it': 28, 'de': 14, 'nl': 8, 'pt': 6, 'pl': 5, 'ro': 3, 'hr': 2, 'he': 2, 'tr': 2, 'af': 1, 'cs': 1, 'hu': 1, 'no': 1, 'fi': 1, 'ru': 1, 'da': 1, 'ja': 1, 'sl': 1}",True,"{'Barcelona': 814, 'Madrid': 661, 'Sevilla': 334, 'Gran Canaria': 220, 'Malaga': 215}","{'Tour': 1470, 'Playa': 337, 'Desconocido': 319}","{'start': 2012, 'end': 2025}","Eine hervorragende Sehenswürdigkeit die man auf keinen Fall auslassen sollte. Leider wird der vorgegebene ""Dresscode"" in keinster Weise kontrolliert und nicht eingehalten. Es ist unfassbar wie manche Besucher sich in einem sakralen Gebäude benehmen."
neutro,52,2624,0.62,5,en,"{'en': 2471, 'ca': 93, 'es': 31, 'fr': 19, 'it': 10}",True,"{'Sevilla': 384, 'Tenerife': 365, 'Malaga': 364, 'Madrid': 341, 'Valencia': 341}","{'Desconocido': 1117, 'Tour': 943, 'Ocio': 383}","{'start': 2022, 'end': 2025}",I think your experience depends on who you get. We had a very sweet and great storyteller persona - Lena. She would be the best camp counselor with fireside suspense stories or improv actor. But I felt like we got a lot of random anecdotes and filler instead of actual history. There was a lot of tal...
